X1,SessionID,Series,Target_Competitor,Role,Soundfile,Modifier,Transcription,SpeechFluency,Adjective,RelevantMod,Onset,Comments,ShiftDir,Fluency,Misspec
547,17,7,lighter_flame / lighter_noflame,Test,T_07.wav,1,lit lighter,FL,PR,PR,1310,,Contrast_Singleton,Low,TRUE
548,17,8,egg_shell / egg_yolk,Test,T_08.wav,1,the whole egg,FL,PR,PR,1864,,Contrast_Singleton,Low,TRUE
549,17,9,umbrella_open / umbrella_closed,Test,T_09.wav,1,the opened umbrella,FL,PR,PR,1114,very hard to find onset of opened,Contrast_Singleton,Low,TRUE
550,17,10,candle_unused / candle_melted,Test,T_10.wav,1,the unlit candle stick,FL,PR,PR,1272,,Contrast_Singleton,Low,TRUE
551,17,12,car_family / car_sports,Test,T_12.wav,1,smaller car,FL,PR,PR,1252,,Contrast_Singleton,Low,TRUE
552,17,14,gun_real / gun_toy,Test,T_14.wav,0,"hand gun (WO?) the grey one with the wooden, the original one",RE,AO,,NA,,Singleton_Contrast,High,TRUE
553,17,15,saddle_horse / saddle_bike,Test,T_15.wav,0,the saddle (um about to say WO?) which you put on a horse,RE,AO/AS,,NA,,Singleton_Contrast,High,TRUE
554,17,16,pad_unlocked / pad_locked,Test,T_16.wav,0,the lock (WO?) uh the open one,RE,AO,,NA,,Singleton_Contrast,High,TRUE
555,17,17,headphones_large / headphones_small,Test,T_17.wav,0,"headphones (WO?) the original, not earphones headphones",RE,AO,,NA,,Singleton_Contrast,High,TRUE
556,17,18,battery_AA / battery_car,Test,T_18.wav,0,"the battery (WO?) oh the same battery, the one with the plus  sign",RE,AO,,NA,,Singleton_Contrast,High,TRUE
557,17,19,wine_glass / wine_red,Test,T_19.wav,1,the wine glass which is empty,FL,PO,PO,926,,Singleton_Contrast,High,FALSE
558,17,21,boot_foot / boot_car,Test,T_21.wav,0,boot (WO?) oh the black boot,RE,AO,,NA,,Singleton_Contrast,High,TRUE
559,17,22,camera_corder / camera_cctv,Test,T_22.wav,0,"camera (WO?) the old fashioned camera, the recording camera, not the CCTV camera the other one",RE,AO,,NA,,Singleton_Contrast,High,TRUE
560,17,23,guitar_acoustic / guitar_electric,Test,T_23.wav,0,the guitar (WO?) the acoustic,RE,AO,,NA,,Singleton_Contrast,High,TRUE
561,17,24,glove_wooly / glove_boxing,Test,T_24.wav,0,glove (WO?) the red one the orignial one,RE,AO,,NA,,Singleton_Contrast,High,TRUE
562,17,27,saw_hand / saw_electric,Test,T_27.wav,1,the saw which isnt a chain saw,FL,PO,PO,2153,,Contrast_Singleton,High,TRUE
563,17,28,fan_hand / fan_electric,Test,T_28.wav,1,the non electronic fan,FL,PR,PR,1059,,Contrast_Singleton,High,TRUE
564,17,29,orange_skin / orange_slice,Test,T_29.wav,1,the full orange,FL,PR,PR,2002,,Contrast_Singleton,High,TRUE
565,17,30,spade_garden / spade_beach,Test,T_30.wav,1,the grey spade,FL,PR,PR,945,weird noise in trial so hard to find onset,Contrast_Singleton,High,TRUE
566,17,31,key_gold / key_car,Test,T_31.wav,1,the brass key,FL,PR,PR,1037,,Contrast_Singleton,High,TRUE
567,17,33,bell_hand / bell_bike,Test,T_33.wav,1,the brass bell... that you hold,FL,PR,PR,1228,,Contrast_Singleton,High,TRUE
568,17,34,cheese_block / cheese_blue,Test,T_34.wav,1,holey cheese,FL,PR,PR,839,,Contrast_Singleton,High,TRUE
569,17,37,clock_wall / clock_digital,Test,T_37.wav,0,the clock {Matcher 'um'} which.. is on the wall,RE,AO/AS,,NA,,Singleton_Contrast,Low,TRUE
570,17,38,hat_sun / hat_cowboy,Test,T_38.wav,0,the hat (WO?) which is for women,RE,AO,,NA,,Singleton_Contrast,Low,TRUE
571,17,39,pen_ballpoint / pen_nolid,Test,T_39.wav,1,pen which has its lid on,FL,PO,PO,1309,,Singleton_Contrast,Low,FALSE
572,17,40,apple_red / apple_green,Test,T_40.wav,0,the apple (WO?) oh the red one,RE,AO,,NA,,Singleton_Contrast,Low,TRUE
573,17,41,pipe_smoke / pipe_kitchen,Test,T_41.wav,0,the pipe,FL,NO,NO,2247,,Singleton_Contrast,Low,TRUE
574,17,42,bat_animal / bat_baseball,Test,T_42.wav,0,bat (WO?) the real bat,RE,AO,,NA,,Singleton_Contrast,Low,TRUE
575,17,43,horse_animal / horse_rocking,Test,T_43.wav,0,the horse (WO?) the real one,RE,AO,,NA,,Singleton_Contrast,Low,TRUE
576,17,44,tshirt_round / tshirt_vneck,Test,T_44.wav,0,the yellow tshirt (WO?) which is for men,RE,AO,,NA,,Singleton_Contrast,Low,TRUE
577,17,46,eye_pupil / I_letter,Test,T_46.wav,NA,the tc (tv?) flat scree --- named the wrong object,,,,NA,,Singleton_Contrast,Low,NA
578,18,2,bin_lid / bin_pedal,Test,T_02.wav,1,the plastic bin,FL,PR,PR,1261,,Contrast_Singleton,High,TRUE
579,18,4,coffee_cup / coffee_saucer,Test,T_04.wav,0,the coffee,FL,NO,NO,1390,,Contrast_Singleton,High,FALSE
580,18,5,mirror_wall / mirror_hand,Test,T_05.wav,1,the wall mirror,FL,PR,PR,1218,,Contrast_Singleton,High,TRUE
581,18,6,chair_wooden / chair_baby,Test,T_06.wav,1,the dining room chair,FL,PR,PR,1348,,Contrast_Singleton,High,TRUE
582,18,7,lighter_flame / lighter_noflame,Test,T_07.wav,1,the lighter with the flame,FL,PO,PO,1307,,Contrast_Singleton,High,TRUE
583,18,8,egg_shell / egg_yolk,Test,T_08.wav,1,the uncracked egg,FL,PR,PR,1135,,Contrast_Singleton,High,TRUE
584,18,9,umbrella_open / umbrella_closed,Test,T_09.wav,1,the open umbrella,FL,PR,PR,1234,,Contrast_Singleton,High,TRUE
585,18,10,candle_unused / candle_melted,Test,T_10.wav,1,the unlit candle,FL,PR,PR,1406,,Contrast_Singleton,High,TRUE
586,18,11,knife_kitchen / knife_swiss,Test,T_11.wav,1,the kichen knife ,FL,PR,PR,1214,,Contrast_Singleton,High,TRUE
587,18,12,car_family / car_sports,Test,T_12.wav,1,"the not a sports car, car",FL,PR,PR,1441,,Contrast_Singleton,High,TRUE
588,18,14,gun_real / gun_toy,Test,T_14.wav,1,the real gun,FL,PR,PR,3040,,Singleton_Contrast,Low,FALSE
589,18,16,pad_unlocked / pad_locked,Test,T_16.wav,1,the open padlock,FL,PR,PR,2486,,Singleton_Contrast,Low,FALSE
590,18,17,headphones_large / headphones_small,Test,T_17.wav,0,the headphones,FL,NO,NO,1544,,Singleton_Contrast,Low,TRUE
591,18,18,battery_AA / battery_car,Test,T_18.wav,0,the battery (WO?)  the not big battery the AA battery,RE,AO,,NA,,Singleton_Contrast,Low,TRUE
592,18,19,wine_glass / wine_red,Test,T_19.wav,0,"the wine glass again, thatÍs empty",RE,AS,,NA,check?,Singleton_Contrast,Low,TRUE
593,18,20,money_notes / money_coins,Test,T_20.wav,0,"the money, the note money",RE,AS,,NA,,Singleton_Contrast,Low,TRUE
594,18,21,boot_foot / boot_car,Test,T_21.wav,0,"the boot, the not the car boot the shoe boot",RE,AS,,NA,,Singleton_Contrast,Low,TRUE
595,18,23,guitar_acoustic / guitar_electric,Test,T_23.wav,0,the guitar (WO?) oh the acoustic guitar,RE,AO,,NA,,Singleton_Contrast,Low,TRUE
596,18,24,glove_wooly / glove_boxing,Test,T_24.wav,1,the red mitten glove,FL,PR,PR,2102,,Singleton_Contrast,Low,FALSE
597,18,25,teapot_white / teapot_cosy,Test,T_25.wav,0,the teapot,FL,NO,NO,1354,not sure about exact onset,Contrast_Singleton,Low,FALSE
598,18,27,saw_hand / saw_electric,Test,T_27.wav,1,the handheld saw,FL,PR,PR,1571,,Contrast_Singleton,Low,TRUE
599,18,28,fan_hand / fan_electric,Test,T_28.wav,1,the handheld fan,FL,PR,PR,1686,,Contrast_Singleton,Low,TRUE
600,18,29,orange_skin / orange_slice,Test,T_29.wav,1,the whole orange,FL,PR,PR,2337,,Contrast_Singleton,Low,TRUE
601,18,30,spade_garden / spade_beach,Test,T_30.wav,1,the garden spade,FL,PR,PR,1941,,Contrast_Singleton,Low,TRUE
602,18,31,key_gold / key_car,Test,T_31.wav,1,the door key,FL,PR,PR,1846,,Contrast_Singleton,Low,TRUE
603,18,32,door_handle / door_knob,Test,T_32.wav,1,the bar door handle,FL,PR,PR,1880,,Contrast_Singleton,Low,TRUE
604,18,34,cheese_block / cheese_blue,Test,T_34.wav,1,the cheddar cheese again,FL,PR,PR,1289,,Contrast_Singleton,Low,TRUE
605,18,37,clock_wall / clock_digital,Test,T_37.wav,0,the clock ,FL,NO,NO,1236,,Singleton_Contrast,High,TRUE
606,18,39,pen_ballpoint / pen_nolid,Test,T_39.wav,1,the pen with its lid on,FL,PO,PO,1995,,Singleton_Contrast,High,FALSE
607,18,40,apple_red / apple_green,Test,T_40.wav,0,the apple (WO?) the red apple,RE,AO,,NA,,Singleton_Contrast,High,TRUE
608,18,41,pipe_smoke / pipe_kitchen,Test,T_41.wav,0,the pipe (WO?) the smoking pipe,RE,AO,,NA,,Singleton_Contrast,High,TRUE
609,18,42,bat_animal / bat_baseball,Test,T_42.wav,0,"the bat, the animal bat",RE,AS,,NA,,Singleton_Contrast,High,TRUE
610,18,43,horse_animal / horse_rocking,Test,T_43.wav,0,"the horse, the real horse",RE,AS,,NA,,Singleton_Contrast,High,TRUE
611,18,44,tshirt_round / tshirt_vneck,Test,T_44.wav,0,the yellow tshirt (WO?) the mens yellow tshirt,RE,AO,,NA,,Singleton_Contrast,High,TRUE
612,18,46,eye_pupil / I_letter,Test,T_46.wav,0,"the eye, the human eye",RE,AS,,NA,,Singleton_Contrast,High,TRUE
613,18,47,potatoes_skin / potatoes_peeled,Test,T_47.wav,0,"the potatoes, the peel, not the unpeeled potatoes- the ones with the skin on",RE,DE/AS,,NA,,Singleton_Contrast,High,TRUE
614,19,2,bin_lid / bin_pedal,Test,T_02.wav,0,black bin (WO?) a black wheelie bin,RE,AO,,NA,,Singleton_Contrast,High,TRUE
615,19,4,coffee_cup / coffee_saucer,Test,T_04.wav,0,"eh black coffe cup (WO?) a black cup of coffee (WO, there are 2on the screen) eh without a saucer",RE,AO,,NA,,Singleton_Contrast,High,TRUE
616,19,5,mirror_wall / mirror_hand,Test,T_05.wav,0,mirror ,FL,NO,NO,717,,Singleton_Contrast,High,TRUE
617,19,7,lighter_flame / lighter_noflame,Test,T_07.wav,0,a zippo lighter (WO?) eh sorry eh lit zippo lighter,RE,AO,,NA,,Singleton_Contrast,High,TRUE
618,19,8,egg_shell / egg_yolk,Test,T_08.wav,0,an egg (WO?) sorry an uncooked egg,RE,AO,,NA,,Singleton_Contrast,High,TRUE
619,19,9,umbrella_open / umbrella_closed,Test,T_09.wav,0,a red umbrella,FL,NO,NO,925,,Singleton_Contrast,High,TRUE
620,19,10,candle_unused / candle_melted,Test,T_10.wav,0,"a candle (WO?) eh an unlit, an unused candle",RE,AO,,NA,,Singleton_Contrast,High,TRUE
621,19,12,car_family / car_sports,Test,T_12.wav,0,a silver car,FL,NO,NO,1577,,Singleton_Contrast,High,TRUE
622,19,14,gun_real / gun_toy,Test,T_14.wav,1,real gun,FL,PR,PR,925,,Contrast_Singleton,High,TRUE
623,19,15,saddle_horse / saddle_bike,Test,T_15.wav,1,large saddle,FL,PR,PR,1182,,Contrast_Singleton,High,TRUE
624,19,16,pad_unlocked / pad_locked,Test,T_16.wav,1,eh an open padlock,FP,PR,PR,1197,,Contrast_Singleton,High,TRUE
625,19,17,headphones_large / headphones_small,Test,T_17.wav,1,headphones that you wear on your head,FL,PO,PO,1716,,Contrast_Singleton,High,TRUE
626,19,18,battery_AA / battery_car,Test,T_18.wav,1,house battery,FL,PR,PR,1731,,Contrast_Singleton,High,TRUE
627,19,19,wine_glass / wine_red,Test,T_19.wav,1,empty wine glass,FL,PR,PR,1233,,Contrast_Singleton,High,TRUE
628,19,20,money_notes / money_coins,Test,T_20.wav,1,paper money,FL,PR,PR,1154,,Contrast_Singleton,High,TRUE
629,19,21,boot_foot / boot_car,Test,T_21.wav,1,ladies boot again,FL,PR,PR,1038,,Contrast_Singleton,High,TRUE
630,19,22,camera_corder / camera_cctv,Test,T_22.wav,1,eh a video camera,FP,PR,PR,3140,,Contrast_Singleton,High,TRUE
631,19,23,guitar_acoustic / guitar_electric,Test,T_23.wav,1,eh  acoustic guitar,FP,PR,PR,1263,some weird noise when he's speaking,Contrast_Singleton,High,TRUE
632,19,24,glove_wooly / glove_boxing,Test,T_24.wav,1,a red hand glove,FL,PR,PR,1494,,Contrast_Singleton,High,TRUE
633,19,28,fan_hand / fan_electric,Test,T_28.wav,0,"a fan (WO?) eh a ladies fan, hand fan",RE,AO,,NA,,Singleton_Contrast,Low,TRUE
634,19,29,orange_skin / orange_slice,Test,T_29.wav,0,eh an orange (WO?) eh an unpeeled orange,RE,AO,,NA,,Singleton_Contrast,Low,TRUE
635,19,32,door_handle / door_knob,Test,T_32.wav,0,"a door handle (WO?) ehm a silver, oh em a large door handle",RE,AO,,NA,,Singleton_Contrast,Low,TRUE
636,19,34,cheese_block / cheese_blue,Test,T_34.wav,1,a slice of cheese (WO?) ehmm red cheese,RE,AO,,NA,,Singleton_Contrast,Low,FALSE
637,19,37,clock_wall / clock_digital,Test,T_37.wav,1,wall clock,FL,PR,PR,2243,,Contrast_Singleton,Low,TRUE
638,19,38,hat_sun / hat_cowboy,Test,T_38.wav,1,ladies hat,FL,PR,PR,1901,,Contrast_Singleton,Low,TRUE
639,19,39,pen_ballpoint / pen_nolid,Test,T_39.wav,1,eh biro with lid on,FP,PO,PO,1661,,Contrast_Singleton,Low,TRUE
640,19,40,apple_red / apple_green,Test,T_40.wav,1,red apple,FL,PR,PR,2135,,Contrast_Singleton,Low,TRUE
641,19,41,pipe_smoke / pipe_kitchen,Test,T_41.wav,1,eh smoking pipe,FP,PR,PR,3195,,Contrast_Singleton,Low,TRUE
642,19,42,bat_animal / bat_baseball,Test,T_42.wav,1,a flying bat,FL,PR,PR,2487,,Contrast_Singleton,Low,TRUE
643,19,43,horse_animal / horse_rocking,Test,T_43.wav,1,a real horse,FL,PR,PR,1212,,Contrast_Singleton,Low,TRUE
644,19,44,tshirt_round / tshirt_vneck,Test,T_44.wav,1,a mans orange tshirt,FL,PR,PR,3204,,Contrast_Singleton,Low,TRUE
645,19,46,eye_pupil / I_letter,Test,T_46.wav,1,a ladies eye,FL,PR,PR,2806,,Contrast_Singleton,Low,TRUE
646,19,47,potatoes_skin / potatoes_peeled,Test,T_47.wav,1,unpeeled potatoes,FL,PR,PR,3945,,Contrast_Singleton,Low,TRUE
647,20,2,bin_lid / bin_pedal,Test,T_02.wav,0,bin {WO?} not the cylindircal one the sort of rectangle,RE,AO,,NA,,Singleton_Contrast,High,TRUE
648,20,4,coffee_cup / coffee_saucer,Test,T_04.wav,0,mug of coffee {WO?} eh not the one with the plates…,RE,AO,,NA,,Singleton_Contrast,High,TRUE
649,20,6,chair_wooden / chair_baby,Test,T_06.wav,0,chair {WO?} eh not the babay chair just the other chair,RE,AO,,NA,,Singleton_Contrast,High,TRUE
650,20,7,lighter_flame / lighter_noflame,Test,T_07.wav,0,open lighter {WO?} oh with the flame,RE,AO,,NA,,Singleton_Contrast,High,TRUE
651,20,8,egg_shell / egg_yolk,Test,T_08.wav,0,egg {WO?} oh uh eh not the scram not the boiled one the whole egg,RE,AO,,NA,,Singleton_Contrast,High,TRUE
652,20,9,umbrella_open / umbrella_closed,Test,T_09.wav,0,red umbrella {WO?} eh the open one,RE,AO,,NA,,Singleton_Contrast,High,TRUE
653,20,10,candle_unused / candle_melted,Test,T_10.wav,0,white candle {WO?} eh the new one {new?} eh the one not used,RE,AO,,NA,,Singleton_Contrast,High,TRUE
654,20,11,knife_kitchen / knife_swiss,Test,T_11.wav,0,knife {WO?} eh not the pen knife just the normal knife,RE,AO,,NA,,Singleton_Contrast,High,TRUE
655,20,12,car_family / car_sports,Test,T_12.wav,0,silver car {WO?} eh its facing directly sidey ways..can't see the front properly,RE,AO,,NA,,Singleton_Contrast,High,TRUE
656,20,14,gun_real / gun_toy,Test,T_14.wav,1,silver looking gun???,FL,PR,PR,1341,,Contrast_Singleton,High,TRUE
657,20,15,saddle_horse / saddle_bike,Test,T_15.wav,0,saddle..the large saddle,RE,AS,,NA,,Contrast_Singleton,High,FALSE
658,20,16,pad_unlocked / pad_locked,Test,T_16.wav,1,open padlock,FL,PR,PR,1144,,Contrast_Singleton,High,TRUE
659,20,17,headphones_large / headphones_small,Test,T_17.wav,1,big headphones,FL,PR,PR,1431,,Contrast_Singleton,High,TRUE
660,20,18,battery_AA / battery_car,Test,T_18.wav,1,small battery,FL,PR,PR,1541,,Contrast_Singleton,High,TRUE
661,20,19,wine_glass / wine_red,Test,T_19.wav,1,empty wine glass,FL,PR,PR,1758,,Contrast_Singleton,High,TRUE
662,20,20,money_notes / money_coins,Test,T_20.wav,1,notes,FL,NO,NO,1442,,Contrast_Singleton,High,TRUE
663,20,21,boot_foot / boot_car,Test,T_21.wav,1,shoe,FL,NO,NO,1229,,Contrast_Singleton,High,TRUE
664,20,22,camera_corder / camera_cctv,Test,T_22.wav,1,professional camera,FL,PR,PR,823,,Contrast_Singleton,High,TRUE
665,20,23,guitar_acoustic / guitar_electric,Test,T_23.wav,1,lighter coloured guitar,FL,PR,PR,684,,Contrast_Singleton,High,TRUE
666,20,24,glove_wooly / glove_boxing,Test,T_24.wav,1,small red glove,FL,PR,PR,955,,Contrast_Singleton,High,TRUE
667,20,27,saw_hand / saw_electric,Test,T_27.wav,0,the saw {WO?} oh not the electric the one with the yellow and black handle,RE,AO,,NA,,Singleton_Contrast,Low,TRUE
668,20,29,orange_skin / orange_slice,Test,T_29.wav,0,the orange {WO?} oh not the cliced one the whole one,RE,AO,,NA,,Singleton_Contrast,Low,TRUE
669,20,30,spade_garden / spade_beach,Test,T_30.wav,1,the real shovel,FL,PR,PR,2707,,Singleton_Contrast,Low,FALSE
670,20,31,key_gold / key_car,Test,T_31.wav,0,the key {WO?} oh not the car key the house key,RE,AO,,NA,,Singleton_Contrast,Low,TRUE
671,20,32,door_handle / door_knob,Test,T_32.wav,0,door handle {WO?} eh not the long one the door knob,RE,AO,,NA,,Singleton_Contrast,Low,TRUE
672,20,34,cheese_block / cheese_blue,Test,T_34.wav,0,cheese {WO} the one with the holes in it not the one with the blueish colour in it,RE,AO,,NA,,Singleton_Contrast,Low,TRUE
673,20,37,clock_wall / clock_digital,Test,T_37.wav,1,circular clock,FL,PR,PR,2160,,Contrast_Singleton,Low,TRUE
674,20,38,hat_sun / hat_cowboy,Test,T_38.wav,1,hat with the ribbon on it,FL,PO,PO,1379,,Contrast_Singleton,Low,TRUE
675,20,39,pen_ballpoint / pen_nolid,Test,T_39.wav,1,closed pen,FL,PR,PR,1439,,Contrast_Singleton,Low,TRUE
676,20,40,apple_red / apple_green,Test,T_40.wav,1,red apple,FL,PR,PR,2788,,Contrast_Singleton,Low,TRUE
677,20,41,pipe_smoke / pipe_kitchen,Test,T_41.wav,1,curved pipe,FL,PR,PR,1032,,Contrast_Singleton,Low,TRUE
678,20,42,bat_animal / bat_baseball,Test,T_42.wav,1,the bat the animal,FL,PO,PO,2106,,Contrast_Singleton,Low,TRUE
679,20,43,horse_animal / horse_rocking,Test,T_43.wav,1,real horse,FL,PR,PR,1113,,Contrast_Singleton,Low,TRUE
680,20,44,tshirt_round / tshirt_vneck,Test,T_44.wav,1,the yellow gents tshirt,FL,PR,PR,2318,,Contrast_Singleton,Low,TRUE
681,20,46,eye_pupil / I_letter,Test,T_46.wav,1,the human eye,FL,PR,PR,1851,diffciult to find exact onset,Contrast_Singleton,Low,TRUE
682,20,47,potatoes_skin / potatoes_peeled,Test,T_47.wav,1,unpeeled potatoes,FL,PR,PR,2321,,Contrast_Singleton,Low,TRUE
683,21,2,bin_lid / bin_pedal,Test,T_02.wav,1,cuboid bin,FL,PR,PR,1259,,Contrast_Singleton,Low,TRUE
684,21,4,coffee_cup / coffee_saucer,Test,T_04.wav,1,coffee on it's own,FL,PO,PO,1678,,Contrast_Singleton,Low,TRUE
685,21,5,mirror_wall / mirror_hand,Test,T_05.wav,1,floral mirror,FL,PR,PR,1302,,Contrast_Singleton,Low,TRUE
686,21,6,chair_wooden / chair_baby,Test,T_06.wav,1,wooden chair,FL,PR,PR,1719,,Contrast_Singleton,Low,TRUE
687,21,7,lighter_flame / lighter_noflame,Test,T_07.wav,1,alight lighter,FL,PR,PR,1433,,Contrast_Singleton,Low,TRUE
688,21,8,egg_shell / egg_yolk,Test,T_08.wav,1,boiled egg,FL,PR,PR,1589,,Contrast_Singleton,Low,TRUE
689,21,9,umbrella_open / umbrella_closed,Test,T_09.wav,1,open umbrella,FL,PR,PR,886,,Contrast_Singleton,Low,TRUE
690,21,10,candle_unused / candle_melted,Test,T_10.wav,1,unused candle,FL,PR,PR,959,,Contrast_Singleton,Low,TRUE
691,21,11,knife_kitchen / knife_swiss,Test,T_11.wav,1,big knife,FL,PR,PR,839,,Contrast_Singleton,Low,TRUE
692,21,12,car_family / car_sports,Test,T_12.wav,1,small car,FL,PR,PR,1429,,Contrast_Singleton,Low,TRUE
693,21,14,gun_real / gun_toy,Test,T_14.wav,1,em real gun,RE,AS,PR,2052,,Singleton_Contrast,High,FALSE
694,21,15,saddle_horse / saddle_bike,Test,T_15.wav,0,saddle..em no bike saddle,RE,AS,,NA,,Singleton_Contrast,High,TRUE
695,21,16,pad_unlocked / pad_locked,Test,T_16.wav,0,padlock em open padlock,RE,AS,,NA,,Singleton_Contrast,High,TRUE
696,21,17,headphones_large / headphones_small,Test,T_17.wav,0,headphones oh em big headphones,RE,AS,,NA,,Singleton_Contrast,High,TRUE
697,21,18,battery_AA / battery_car,Test,T_18.wav,0,battery {WO?} op em single battery..I dunno small battery,RE,AO,,NA,,Singleton_Contrast,High,TRUE
698,21,19,wine_glass / wine_red,Test,T_19.wav,0,wine glass {WO?} oh em empty wine glass,RE,AO,,NA,,Singleton_Contrast,High,TRUE
699,21,20,money_notes / money_coins,Test,T_20.wav,1,mon..em paper money,RE,AS,,NA,,Singleton_Contrast,High,FALSE
700,21,21,boot_foot / boot_car,Test,T_21.wav,0,boot em..boot shoe,RE,AS,,NA,check?,Singleton_Contrast,High,TRUE
701,21,22,camera_corder / camera_cctv,Test,T_22.wav,0,camera {WO?} oh em manual camera like not the security one,RE,AO,,NA,,Singleton_Contrast,High,TRUE
702,21,23,guitar_acoustic / guitar_electric,Test,T_23.wav,1,gu em acoustic guitar,RE,AS,,NA,check - starts then stops,Singleton_Contrast,High,FALSE
703,21,24,glove_wooly / glove_boxing,Test,T_24.wav,0,red glove {WO?} oh oh em non boxing glove,RE,AO,,NA,,Singleton_Contrast,High,TRUE
704,21,25,teapot_white / teapot_cosy,Test,T_25.wav,1,plain tea pot,FL,PR,PR,718,,Contrast_Singleton,High,TRUE
705,21,27,saw_hand / saw_electric,Test,T_27.wav,1,manual saw,FL,PR,PR,1130,,Contrast_Singleton,High,TRUE
706,21,28,fan_hand / fan_electric,Test,T_28.wav,1,paper fan,FL,PR,PR,885,,Contrast_Singleton,High,TRUE
707,21,29,orange_skin / orange_slice,Test,T_29.wav,1,full orange,FL,PR,PR,972,,Contrast_Singleton,High,TRUE
708,21,30,spade_garden / spade_beach,Test,T_30.wav,1,real shovel,FL,PR,PR,819,,Contrast_Singleton,High,TRUE
709,21,31,key_gold / key_car,Test,T_31.wav,1,door key,FL,PR,PR,779,,Contrast_Singleton,High,TRUE
710,21,32,door_handle / door_knob,Test,T_32.wav,1,big handle,FL,PR,PR,1125,,Contrast_Singleton,High,TRUE
711,21,33,bell_hand / bell_bike,Test,T_33.wav,1,brass bell,FL,PR,PR,1087,,Contrast_Singleton,High,TRUE
712,21,34,cheese_block / cheese_blue,Test,T_34.wav,1,orange cheese,FL,PR,PR,1002,,Contrast_Singleton,High,TRUE
713,21,37,clock_wall / clock_digital,Test,T_37.wav,0,clock {WO?} oh em wall clock,RE,AO,,NA,,Singleton_Contrast,Low,TRUE
714,21,38,hat_sun / hat_cowboy,Test,T_38.wav,0,hat that's…womans hat,RE,AS,,NA,check this one - difficult - coded correctly?,Singleton_Contrast,Low,TRUE
715,21,39,pen_ballpoint / pen_nolid,Test,T_39.wav,1,pen em with lid on ,FP,PO,PO,1574,onset of pen noted - check?? - tough call,Singleton_Contrast,Low,TRUE
716,21,40,apple_red / apple_green,Test,T_40.wav,1,red apple,FL,PR,PR,1621,,Singleton_Contrast,Low,FALSE
717,21,41,pipe_smoke / pipe_kitchen,Test,T_41.wav,0,eh pipe {WO?} oh eh smoking pipe,RE,AO,,NA,,Singleton_Contrast,Low,TRUE
718,21,42,bat_animal / bat_baseball,Test,T_42.wav,1,bat em animal *************************,FP,PO,PO,1281,another tough call ,Singleton_Contrast,Low,FALSE
719,21,43,horse_animal / horse_rocking,Test,T_43.wav,0,horse {WO?} oh em real horse,RE,AO,,NA,,Singleton_Contrast,Low,TRUE
720,21,44,tshirt_round / tshirt_vneck,Test,T_44.wav,0,tshirt {WO?} oh oh em man's tshirt,RE,AO,,NA,,Singleton_Contrast,Low,TRUE
721,21,46,eye_pupil / I_letter,Test,T_46.wav,0,eye... oh em human eye,RE,AS,,NA,,Singleton_Contrast,Low,TRUE
722,21,47,potatoes_skin / potatoes_peeled,Test,T_47.wav,0,(Noises) potato {WO?} is there more than one?..oh oh sweet potato,RE,AO,,NA,,Singleton_Contrast,Low,TRUE
723,22,2,bin_lid / bin_pedal,Test,T_02.wav,1,a plastic bin,FL,PR,PR,1715,,Contrast_Singleton,High,TRUE
724,22,4,coffee_cup / coffee_saucer,Test,T_04.wav,1,coffee without a saucer,FL,PO,PO,1191,,Contrast_Singleton,High,TRUE
725,22,5,mirror_wall / mirror_hand,Test,T_05.wav,1,eh the wall mirror,FP,PR,PR,2904,,Contrast_Singleton,High,TRUE
726,22,6,chair_wooden / chair_baby,Test,T_06.wav,1,wooden chair,FL,PR,PR,1365,,Contrast_Singleton,High,TRUE
727,22,7,lighter_flame / lighter_noflame,Test,T_07.wav,1,flaming lighter,FL,PR,PR,1181,,Contrast_Singleton,High,TRUE
728,22,8,egg_shell / egg_yolk,Test,T_08.wav,1,egg in the shell,FL,PO,PO,1804,,Contrast_Singleton,High,TRUE
729,22,9,umbrella_open / umbrella_closed,Test,T_09.wav,1,em the open umbrella,FP,PR,PR,4058,,Contrast_Singleton,High,TRUE
730,22,10,candle_unused / candle_melted,Test,T_10.wav,1,unlit candle,FL,PR,PR,1615,,Contrast_Singleton,High,TRUE
731,22,11,knife_kitchen / knife_swiss,Test,T_11.wav,1,sharp knife,FL,PR,PR,1338,,Contrast_Singleton,High,TRUE
732,22,12,car_family / car_sports,Test,T_12.wav,1,blackout car,FL,PR,PR,2045,,Contrast_Singleton,High,TRUE
733,22,14,gun_real / gun_toy,Test,T_14.wav,0,gun {WO?} looks like a hand gun,RE,AO,,NA,,Singleton_Contrast,Low,TRUE
734,22,15,saddle_horse / saddle_bike,Test,T_15.wav,0,saddle {WO?} uuh looks lie a saddle you would put on a horse,RE,AO,,NA,,Singleton_Contrast,Low,TRUE
735,22,16,pad_unlocked / pad_locked,Test,T_16.wav,0,padlock,FL,NO,NO,1507,,Singleton_Contrast,Low,TRUE
736,22,17,headphones_large / headphones_small,Test,T_17.wav,0,headphones {WO} headph..they're not on a wire. Look like wireless,RE,AO,,NA,,Singleton_Contrast,Low,TRUE
737,22,18,battery_AA / battery_car,Test,T_18.wav,0,battery,FL,NO,NO,1930,,Singleton_Contrast,Low,TRUE
738,22,19,wine_glass / wine_red,Test,T_19.wav,0,wine glass {WO?} empty wine glass,RE,AO,,NA,,Singleton_Contrast,Low,TRUE
