X1,SessionID,Series,Target_Competitor,Role,Soundfile,Modifier,Transcription,SpeechFluency,Adjective,RelevantMod,Onset,Comments,ShiftDir,Fluency,Misspec
930,27,43,horse_animal / horse_rocking,Test,T_43.wav,1,real horse,FL,PR,PR,1378,,Contrast_Singleton,High,TRUE
931,27,44,tshirt_round / tshirt_vneck,Test,T_44.wav,1,mans yellow tshirt,FL,PR,PR,1286,,Contrast_Singleton,High,TRUE
932,27,46,eye_pupil / I_letter,Test,T_46.wav,1,human eye,FL,PR,PR,1085,,Contrast_Singleton,High,TRUE
933,27,47,potatoes_skin / potatoes_peeled,Test,T_47.wav,1,unpeeled potaotes,FL,PR,PR,1213,,Contrast_Singleton,High,TRUE
934,28,2,bin_lid / bin_pedal,Test,T_02.wav,0,"the closed bin, ehm its not got a foot pedal just a pretty basic bin it's a bit grey***",RE,AS,,NA,,Singleton_Contrast,Low,TRUE
935,28,4,coffee_cup / coffee_saucer,Test,T_04.wav,1,theee coffee cup without the saucer,LE,PO,PO,2932,,Singleton_Contrast,Low,FALSE
936,28,5,mirror_wall / mirror_hand,Test,T_05.wav,0,eh the miror (WO?) the one with the design on the outside not the hand one,RE,AO,,NA,,Singleton_Contrast,Low,TRUE
937,28,7,lighter_flame / lighter_noflame,Test,T_07.wav,1,the zippo lighter that's alight,FL,PO,PO,2287,onset of zippo noted,Singleton_Contrast,Low,FALSE
938,28,8,egg_shell / egg_yolk,Test,T_08.wav,0,"the egg, like not the fried one ",RE,AS,,NA,,Singleton_Contrast,Low,TRUE
939,28,9,umbrella_open / umbrella_closed,Test,T_09.wav,1,red umbrella agaiN (WO?) the open one,RE,AO,,NA,,Singleton_Contrast,Low,FALSE
940,28,14,gun_real / gun_toy,Test,T_14.wav,1,the metal gun,FL,PR,PR,1297,,Contrast_Singleton,Low,TRUE
941,28,15,saddle_horse / saddle_bike,Test,T_15.wav,1,the horse saddle,FL,PR,PR,1936,,Contrast_Singleton,Low,TRUE
942,28,16,pad_unlocked / pad_locked,Test,T_16.wav,1,ehm the open padlock again,FP,PR,PR,2491,,Contrast_Singleton,Low,TRUE
943,28,17,headphones_large / headphones_small,Test,T_17.wav,1,the over head headphones,FL,PR,PR,2005,,Contrast_Singleton,Low,TRUE
944,28,18,battery_AA / battery_car,Test,T_18.wav,1,theeee small battery,LE,PR,PR,2143,,Contrast_Singleton,Low,TRUE
945,28,19,wine_glass / wine_red,Test,T_19.wav,1,ehm the empty wineglass,FP,PR,PR,2311,end of the and start of empty blend together!,Contrast_Singleton,Low,TRUE
946,28,20,money_notes / money_coins,Test,T_20.wav,1,ehm the bank notes,FP,PR,PR,2144,,Contrast_Singleton,Low,TRUE
947,28,21,boot_foot / boot_car,Test,T_21.wav,1,eh the same boot ***,FP,PR,PR,1933,onset of same noted,Contrast_Singleton,Low,TRUE
948,28,22,camera_corder / camera_cctv,Test,T_22.wav,1,ehm the cam corder,FP,PR,PR,2673,,Contrast_Singleton,Low,TRUE
949,28,23,guitar_acoustic / guitar_electric,Test,T_23.wav,1,the acoustic guitar,FL,PR,PR,2125,,Contrast_Singleton,Low,TRUE
950,28,24,glove_wooly / glove_boxing,Test,T_24.wav,1,the red glove with fingers,FL,PR,PR,1589,,Contrast_Singleton,Low,TRUE
951,28,25,teapot_white / teapot_cosy,Test,T_25.wav,1,ehm the teapot without a cosy,FP,PO,PO,2751,,Singleton_Contrast,High,FALSE
952,28,28,fan_hand / fan_electric,Test,T_28.wav,0,"the fan (WO?) the fan, like the more chinese style one",RE,AO,,NA,,Singleton_Contrast,High,TRUE
953,28,29,orange_skin / orange_slice,Test,T_29.wav,1,"the orange fruit, like the whole one",FL,PO,PO,1646,,Singleton_Contrast,High,FALSE
954,28,32,door_handle / door_knob,Test,T_32.wav,0,the door handle again (WO?) the door handle the like long one,RE,AO,,NA,,Singleton_Contrast,High,TRUE
955,28,33,bell_hand / bell_bike,Test,T_33.wav,0,the bell (WO?) the like copper one with the black handle,RE,AO,,NA,,Singleton_Contrast,High,TRUE
956,28,34,cheese_block / cheese_blue,Test,T_34.wav,1,eh same again the block of cheese but the one with holes in it,FP,PO,OTHER,2374,onset of same noted,Singleton_Contrast,High,FALSE
957,28,37,clock_wall / clock_digital,Test,T_37.wav,1,ehm the clock with face and hands,FP,PO,PO,2627,,Contrast_Singleton,High,TRUE
958,28,38,hat_sun / hat_cowboy,Test,T_38.wav,1,the summer hat wth black ribbon again,FL,PR,OTHER,2819,onset of summer noted,Contrast_Singleton,High,TRUE
959,28,39,pen_ballpoint / pen_nolid,Test,T_39.wav,1,the blue pen eh with the lid on,FP/LE,PO,PO,3109,,Contrast_Singleton,High,TRUE
960,28,40,apple_red / apple_green,Test,T_40.wav,1,the red apple,FL,PR,PR,1266,,Contrast_Singleton,High,TRUE
961,28,41,pipe_smoke / pipe_kitchen,Test,T_41.wav,1,the smoking pipe again,FL,PR,PR,1331,,Contrast_Singleton,High,TRUE
962,28,42,bat_animal / bat_baseball,Test,T_42.wav,1,the small grey bat again,FL,PR,PR,1868,,Contrast_Singleton,High,TRUE
963,28,43,horse_animal / horse_rocking,Test,T_43.wav,1,the real life horse,FL,PR,PR,2783,,Contrast_Singleton,High,TRUE
964,28,44,tshirt_round / tshirt_vneck,Test,T_44.wav,1,and the same again ,FL,PR,PR,2118,onset of same noted,Contrast_Singleton,High,TRUE
965,28,46,eye_pupil / I_letter,Test,T_46.wav,1,the human eye,FL,PR,PR,1424,,Contrast_Singleton,High,TRUE
966,28,47,potatoes_skin / potatoes_peeled,Test,T_47.wav,1,the unpeeled potatoes,FL,PR,PR,1399,,Contrast_Singleton,High,TRUE
967,29,2,bin_lid / bin_pedal,Test,T_02.wav,0,bin (WO?) oh the um sqaured one,RE,AO,,NA,,Singleton_Contrast,High,TRUE
968,29,4,coffee_cup / coffee_saucer,Test,T_04.wav,0,teacup (WO?) oh ehm the one without the saucer,RE,AO,,NA,,Singleton_Contrast,High,TRUE
969,29,5,mirror_wall / mirror_hand,Test,T_05.wav,0,mirror (WO?) oh ehm the wall mirror,RE,AO,,NA,,Singleton_Contrast,High,TRUE
970,29,6,chair_wooden / chair_baby,Test,T_06.wav,0,chair (WO?) the original chair,RE,AO,,NA,,Singleton_Contrast,High,TRUE
971,29,7,lighter_flame / lighter_noflame,Test,T_07.wav,0,lighter (WO?) the lit up on the one thatÍs lighted,RE,AO,,NA,,Singleton_Contrast,High,TRUE
972,29,8,egg_shell / egg_yolk,Test,T_08.wav,0,egg (WO?) the um full egg,RE,AO,,NA,,Singleton_Contrast,High,TRUE
973,29,9,umbrella_open / umbrella_closed,Test,T_09.wav,0,"umbrella, uh the open umbrella",RE,AS,,NA,,Singleton_Contrast,High,TRUE
974,29,10,candle_unused / candle_melted,Test,T_10.wav,0,candle (WO?) the un melted one the one with the full wick aswell,RE,AO,,NA,,Singleton_Contrast,High,TRUE
975,29,11,knife_kitchen / knife_swiss,Test,T_11.wav,0,knife (WO?) eh the kitchen knife,RE,AO,,NA,,Singleton_Contrast,High,TRUE
976,29,12,car_family / car_sports,Test,T_12.wav,0,eh car (WO?) the small one,RE,AO,,NA,,Singleton_Contrast,High,TRUE
977,29,14,gun_real / gun_toy,Test,T_14.wav,1,real gun,FL,PR,PR,1113,,Contrast_Singleton,High,TRUE
978,29,15,saddle_horse / saddle_bike,Test,T_15.wav,1,horse saddle,FL,PR,PR,1232,loud noise at start of speech ,Contrast_Singleton,High,TRUE
979,29,16,pad_unlocked / pad_locked,Test,T_16.wav,1,unlocked padlock,FL,PR,PR,1086,,Contrast_Singleton,High,TRUE
980,29,17,headphones_large / headphones_small,Test,T_17.wav,1,eh over the head headphones,FP,PR,PR,1797,,Contrast_Singleton,High,TRUE
981,29,18,battery_AA / battery_car,Test,T_18.wav,1,eh the normal battery,FP,PR,PR,1798,,Contrast_Singleton,High,TRUE
982,29,19,wine_glass / wine_red,Test,T_19.wav,1,the empty glass,FL,PR,PR,1114,,Contrast_Singleton,High,TRUE
983,29,20,money_notes / money_coins,Test,T_20.wav,1,money notes,FL,PO,PO,934,,Contrast_Singleton,High,TRUE
984,29,21,boot_foot / boot_car,Test,T_21.wav,1,eh shoe boot,FP,PR,PR,1553,,Contrast_Singleton,High,TRUE
985,29,22,camera_corder / camera_cctv,Test,T_22.wav,1,hand camera,FL,PR,PR,979,,Contrast_Singleton,High,TRUE
986,29,23,guitar_acoustic / guitar_electric,Test,T_23.wav,1,brown guitar,FL,PR,PR,1247,,Contrast_Singleton,High,TRUE
987,29,24,glove_wooly / glove_boxing,Test,T_24.wav,1,the normal hand glove,FL,PR,PR,1597,,Contrast_Singleton,High,TRUE
988,29,25,teapot_white / teapot_cosy,Test,T_25.wav,0,the teapot (WO?) oh the white one,RE,AO,,NA,,Singleton_Contrast,Low,TRUE
989,29,27,saw_hand / saw_electric,Test,T_27.wav,0,saw (WO?) the eh hand one,RE,AO,,NA,,Singleton_Contrast,Low,TRUE
990,29,28,fan_hand / fan_electric,Test,T_28.wav,0,eh fan (WO?) the hand fan ,RE,AO,,NA,,Singleton_Contrast,Low,TRUE
991,29,29,orange_skin / orange_slice,Test,T_29.wav,0,orange (WO?) the unpeeled,RE,AO,,NA,,Singleton_Contrast,Low,TRUE
992,29,30,spade_garden / spade_beach,Test,T_30.wav,0,spade (WO?) eh the garden one,RE,AO,,NA,,Singleton_Contrast,Low,TRUE
993,29,31,key_gold / key_car,Test,T_31.wav,0,key uh like a house key one,RE,AS,,NA,,Singleton_Contrast,Low,TRUE
994,29,32,door_handle / door_knob,Test,T_32.wav,0,door handle (WO?) eh the not the knob one but like the bar one,RE,AO,,NA,,Singleton_Contrast,Low,TRUE
995,29,33,bell_hand / bell_bike,Test,T_33.wav,0,bell (WO?) oh the em old fashioned kind of bell,RE,AO,,NA,,Singleton_Contrast,Low,TRUE
996,29,34,cheese_block / cheese_blue,Test,T_34.wav,0,cheese (WO? Oh ehm the orange one,RE,AO,,NA,,Singleton_Contrast,Low,TRUE
997,29,37,clock_wall / clock_digital,Test,T_37.wav,1,wall clock,FL,PR,PR,1455,,Contrast_Singleton,Low,TRUE
998,29,38,hat_sun / hat_cowboy,Test,T_38.wav,1,the black ribboned hat,FL,PR,PR,2161,,Contrast_Singleton,Low,TRUE
999,29,39,pen_ballpoint / pen_nolid,Test,T_39.wav,1,lidded pen,FL,PR,PR,1388,,Contrast_Singleton,Low,TRUE
1000,29,40,apple_red / apple_green,Test,T_40.wav,1,red apple,FL,PR,PR,1438,,Contrast_Singleton,Low,TRUE
1001,29,41,pipe_smoke / pipe_kitchen,Test,T_41.wav,1,grandad pipe,FL,PR,PR,1487,,Contrast_Singleton,Low,TRUE
1002,29,42,bat_animal / bat_baseball,Test,T_42.wav,1,flying bat,FL,PR,PR,1612,very difficult to find the onset of the f,Contrast_Singleton,Low,TRUE
1003,29,43,horse_animal / horse_rocking,Test,T_43.wav,1,real horse,FL,PR,PR,979,,Contrast_Singleton,Low,TRUE
1004,29,44,tshirt_round / tshirt_vneck,Test,T_44.wav,1,eh mens thirt,FP,PR,PR,2524,,Contrast_Singleton,Low,TRUE
1005,29,46,eye_pupil / I_letter,Test,T_46.wav,1,eh human eye,FP,PR,PR,1879,,Contrast_Singleton,Low,TRUE
1006,29,47,potatoes_skin / potatoes_peeled,Test,T_47.wav,1,unpeeled potatoes,FL,PR,PR,1292,,Contrast_Singleton,Low,TRUE
1007,30,2,bin_lid / bin_pedal,Test,T_02.wav,1,a bin without a pedal,FL,PO,PO,1847,,Contrast_Singleton,High,TRUE
1008,30,4,coffee_cup / coffee_saucer,Test,T_04.wav,1,the cup without a saucer,FL,PO,PO,1992,,Contrast_Singleton,High,TRUE
1009,30,5,mirror_wall / mirror_hand,Test,T_05.wav,1,the mirror without a handle,FL,PO,PO,1672,,Contrast_Singleton,High,TRUE
1010,30,6,chair_wooden / chair_baby,Test,T_06.wav,1,the wooden chair,FL,PR,PR,1490,,Contrast_Singleton,High,TRUE
1011,30,7,lighter_flame / lighter_noflame,Test,T_07.wav,1,lighter with a flame,FL,PO,PO,1287,,Contrast_Singleton,High,TRUE
1012,30,8,egg_shell / egg_yolk,Test,T_08.wav,1,the unbroken egg,FL,PR,PR,1662,hard to find the onset of unbroken,Contrast_Singleton,High,TRUE
1013,30,9,umbrella_open / umbrella_closed,Test,T_09.wav,1,red open umbrella,FL,PR,PR,1065,,Contrast_Singleton,High,TRUE
1014,30,10,candle_unused / candle_melted,Test,T_10.wav,1,the unused candle ,FL,PR,PR,974,,Contrast_Singleton,High,TRUE
1015,30,11,knife_kitchen / knife_swiss,Test,T_11.wav,1,the knife on it's own again,FL,PO,PO,1527,,Contrast_Singleton,High,TRUE
1016,30,12,car_family / car_sports,Test,T_12.wav,1,small car,FL,PR,PR,934,,Contrast_Singleton,High,TRUE
1017,30,14,gun_real / gun_toy,Test,T_14.wav,0,um the pistol {WO?} the uh realistic pistol,RE,AO,,NA,,Singleton_Contrast,Low,TRUE
1018,30,15,saddle_horse / saddle_bike,Test,T_15.wav,0,saddle {WO?} the uuhh not the bike sadal,RE,AO,,NA,,Singleton_Contrast,Low,TRUE
1019,30,17,headphones_large / headphones_small,Test,T_17.wav,0,black headphones {WO?} the uh black headphones rather than the ear phones,RE,AO,,NA,,Singleton_Contrast,Low,TRUE
1020,30,19,wine_glass / wine_red,Test,T_19.wav,0,wine glass {WO?} uhh oh the empty wine glass,RE,AO,,NA,,Singleton_Contrast,Low,TRUE
1021,30,24,glove_wooly / glove_boxing,Test,T_24.wav,0,um the red glove {WO?} the uhh the open red glove {okay the..} not the boxing one,RE,AO,,NA,,Singleton_Contrast,Low,TRUE
1022,30,25,teapot_white / teapot_cosy,Test,T_25.wav,1,white teapot,FL,PR,PR,1035,,Contrast_Singleton,Low,TRUE
1023,30,27,saw_hand / saw_electric,Test,T_27.wav,1,handheld saw,FL,PR,PR,1401,,Contrast_Singleton,Low,TRUE
1024,30,28,fan_hand / fan_electric,Test,T_28.wav,1,professional…uh the japanese fan**********,RE,DE,,NA,,Contrast_Singleton,Low,TRUE
1025,30,29,orange_skin / orange_slice,Test,T_29.wav,1,the whole orange,FL,PR,PR,1132,,Contrast_Singleton,Low,TRUE
1026,30,30,spade_garden / spade_beach,Test,T_30.wav,1,the metal shovel,FL,PR,PR,1953,,Contrast_Singleton,Low,TRUE
1027,30,31,key_gold / key_car,Test,T_31.wav,1,the house key,FL,PR,PR,1257,,Contrast_Singleton,Low,TRUE
1028,30,33,bell_hand / bell_bike,Test,T_33.wav,1,the handheld bell,FL,PR,PR,1582,,Contrast_Singleton,Low,TRUE
1029,30,34,cheese_block / cheese_blue,Test,T_34.wav,1,slice of edam,FL,PR,PR,1224,,Contrast_Singleton,Low,TRUE
1030,30,37,clock_wall / clock_digital,Test,T_37.wav,0,the clock ..oh the anologue clock,RE,AS,,NA,,Singleton_Contrast,High,TRUE
1031,30,39,pen_ballpoint / pen_nolid,Test,T_39.wav,0,the pen {WO?} uhh oh the pen with the lid on,RE,AO,,NA,,Singleton_Contrast,High,TRUE
1032,30,40,apple_red / apple_green,Test,T_40.wav,0,the apple {WO?} the red apple,RE,AO,,NA,,Singleton_Contrast,High,TRUE
1033,30,41,pipe_smoke / pipe_kitchen,Test,T_41.wav,0,pipe {WO?} uhh smoking pipe,RE,AO,,NA,,Singleton_Contrast,High,TRUE
1034,30,42,bat_animal / bat_baseball,Test,T_42.wav,0,bat {WO?} the bat {think there's two?} uhhh don't think there is..bat with it's open wings,RE,AO,,NA,,Singleton_Contrast,High,TRUE
1035,30,43,horse_animal / horse_rocking,Test,T_43.wav,0,horse {WO?} the uh live horse,RE,AO,,NA,,Singleton_Contrast,High,TRUE
1036,30,44,tshirt_round / tshirt_vneck,Test,T_44.wav,1,uh uh the male..men yellow tshirt..male yeah,FP,PR,PR,3400,think justr stuttering not proper RE ***,Singleton_Contrast,High,FALSE
1037,30,46,eye_pupil / I_letter,Test,T_46.wav,0,the eye {WO?} oh (laughs) the anatomical eye,RE,AO,,NA,,Singleton_Contrast,High,TRUE
1038,30,47,potatoes_skin / potatoes_peeled,Test,T_47.wav,0,potatoes {WO?} the uh unpeeled,RE,AO,,NA,,Singleton_Contrast,High,TRUE
1039,31,2,bin_lid / bin_pedal,Test,T_02.wav,0,"bin uh grey bin with a lid, uh kitchen bin {okay} tall bin with black lid",RE,AS,,NA,,Singleton_Contrast,Low,TRUE
1040,31,4,coffee_cup / coffee_saucer,Test,T_04.wav,0,cup of coffee…that is..doesn't have a saucer,RE,AS,,NA,,Singleton_Contrast,Low,TRUE
1041,31,5,mirror_wall / mirror_hand,Test,T_05.wav,0,mirror {WO?} theee uhh elaborate wall mirror,RE,AO,,NA,,Singleton_Contrast,Low,TRUE
1042,31,7,lighter_flame / lighter_noflame,Test,T_07.wav,0,lighter..that is on fire,RE,AS,,NA,,Singleton_Contrast,Low,TRUE
1043,31,8,egg_shell / egg_yolk,Test,T_08.wav,0,egg…uh that is whole..not cooked,RE,AS,,NA,,Singleton_Contrast,Low,TRUE
1044,31,9,umbrella_open / umbrella_closed,Test,T_09.wav,0,umbrella {WO?} the open umbrella,RE,AO,,NA,,Singleton_Contrast,Low,TRUE
1045,31,10,candle_unused / candle_melted,Test,T_10.wav,0,candle {WO?} the new candle,RE,AO,,NA,,Singleton_Contrast,Low,TRUE
1046,31,11,knife_kitchen / knife_swiss,Test,T_11.wav,0,knife {WO?} the kitchen knife,RE,AO,,NA,,Singleton_Contrast,Low,TRUE
1047,31,12,car_family / car_sports,Test,T_12.wav,0,grey car uh um the one that isn't a sports car,RE,AS,,NA,,Singleton_Contrast,Low,TRUE
1048,31,14,gun_real / gun_toy,Test,T_14.wav,1,real gun,FL,PR,PR,1749,,Contrast_Singleton,Low,TRUE
1049,31,15,saddle_horse / saddle_bike,Test,T_15.wav,0,saddle uh horse saddle,RE,AS,,NA,,Contrast_Singleton,Low,FALSE
1050,31,16,pad_unlocked / pad_locked,Test,T_16.wav,1,unlocked lock,FL,PR,PR,1864,,Contrast_Singleton,Low,TRUE
1051,31,17,headphones_large / headphones_small,Test,T_17.wav,1,over the head headphones ,FL,PR,PR,1241,may have missed start of onset,Contrast_Singleton,Low,TRUE
1052,31,18,battery_AA / battery_car,Test,T_18.wav,1,AA battery,FL,PR,PR,1470,,Contrast_Singleton,Low,TRUE
1053,31,19,wine_glass / wine_red,Test,T_19.wav,1,empty wine glass,FL,PR,PR,1172,,Contrast_Singleton,Low,TRUE
1054,31,20,money_notes / money_coins,Test,T_20.wav,1,paper money,FL,PR,PR,1594,,Contrast_Singleton,Low,TRUE
1055,31,21,boot_foot / boot_car,Test,T_21.wav,1,black boot,FL,PR,PR,1170,,Contrast_Singleton,Low,TRUE
1056,31,22,camera_corder / camera_cctv,Test,T_22.wav,1,film camera,FL,PR,PR,1276,hard to find the onset of film,Contrast_Singleton,Low,TRUE
1057,31,23,guitar_acoustic / guitar_electric,Test,T_23.wav,1,acoustic guitar,FL,PR,PR,1990,,Contrast_Singleton,Low,TRUE
1058,31,24,glove_wooly / glove_boxing,Test,T_24.wav,1,fashonable glove,FL,PR,PR,838,,Contrast_Singleton,Low,TRUE
1059,31,25,teapot_white / teapot_cosy,Test,T_25.wav,1,tea eh teapot without the tea cosy,RE,DE,,NA,,Singleton_Contrast,High,FALSE
1060,31,27,saw_hand / saw_electric,Test,T_27.wav,0,the saw the uh handheld saw (cuts off),RE,AS,,NA,,Singleton_Contrast,High,TRUE
1061,31,28,fan_hand / fan_electric,Test,T_28.wav,0,the fan {WO?} uh the handheld fan,RE,AO,,NA,,Singleton_Contrast,High,TRUE
1062,31,29,orange_skin / orange_slice,Test,T_29.wav,0,an orange {WO?} the whole orange,RE,AO,,NA,,Singleton_Contrast,High,TRUE
1063,31,30,spade_garden / spade_beach,Test,T_30.wav,0,the spade {WO?} uh the metal spade,RE,AO,,NA,,Singleton_Contrast,High,TRUE
1064,31,31,key_gold / key_car,Test,T_31.wav,0,(runs over from previous trial - eye glasses) um the key {WO?} for the door,RE,AO,,NA,runs over from previous trial,Singleton_Contrast,High,TRUE
1065,31,32,door_handle / door_knob,Test,T_32.wav,0,a door handle {WO?} sorry uh metal door hand uh metal rectangular door handle,RE,AO,,NA,,Singleton_Contrast,High,TRUE
1066,31,33,bell_hand / bell_bike,Test,T_33.wav,0, a bell {WO?} um a(aaa).. not a bike bell,RE,AO,,NA,,Singleton_Contrast,High,TRUE
1067,31,34,cheese_block / cheese_blue,Test,T_34.wav,0,block of cheese {WO?} the um  block of hol holey cheese..cheese with holes in it,RE,AO,,NA,,Singleton_Contrast,High,TRUE
1068,31,37,clock_wall / clock_digital,Test,T_37.wav,1,the wall clock,FL,PR,PR,2201,,Contrast_Singleton,High,TRUE
1069,31,38,hat_sun / hat_cowboy,Test,T_38.wav,1,female hat,FL,PR,PR,1098,hard to find the onset of female,Contrast_Singleton,High,TRUE
1070,31,39,pen_ballpoint / pen_nolid,Test,T_39.wav,1,a biro with its lid on ,FL,PO,PO,1003,,Contrast_Singleton,High,TRUE
1071,31,40,apple_red / apple_green,Test,T_40.wav,1,(background noise) red apple,FL,PR,PR,1427,,Contrast_Singleton,High,TRUE
1072,31,41,pipe_smoke / pipe_kitchen,Test,T_41.wav,1,tobacco pipe,FL,PR,PR,903,,Contrast_Singleton,High,TRUE
1073,31,42,bat_animal / bat_baseball,Test,T_42.wav,1,the animal bat,FL,PR,PR,1330,,Contrast_Singleton,High,TRUE
1074,31,44,tshirt_round / tshirt_vneck,Test,T_44.wav,1,the men's yellow tshirt,FL,PR,PR,1074,,Contrast_Singleton,High,TRUE
1075,31,46,eye_pupil / I_letter,Test,T_46.wav,1,a human eye,FL,PR,PR,1565,,Contrast_Singleton,High,TRUE
1076,31,47,potatoes_skin / potatoes_peeled,Test,T_47.wav,1,the potatoes with the skins on,FL,PO,PO,1650,,Contrast_Singleton,High,TRUE
1077,32,2,bin_lid / bin_pedal,Test,T_02.wav,0,black dust bin {WO?} umm theee squarish one,RE,AO,,NA,,Singleton_Contrast,High,TRUE
1078,32,4,coffee_cup / coffee_saucer,Test,T_04.wav,1,uum coffee cup without a saucer,FP,PO,PO,4109,,Singleton_Contrast,High,FALSE
1079,32,5,mirror_wall / mirror_hand,Test,T_05.wav,1,uum ornate framed mirror,FP,PR,PR,3345,,Singleton_Contrast,High,FALSE
1080,32,6,chair_wooden / chair_baby,Test,T_06.wav,0,chair {WO?} uum wooden chair ,RE,AO,,NA,,Singleton_Contrast,High,TRUE
1081,32,7,lighter_flame / lighter_noflame,Test,T_07.wav,0,silver lighter {WO?} uum with a flame,RE,AO,,NA,,Singleton_Contrast,High,TRUE
1082,32,8,egg_shell / egg_yolk,Test,T_08.wav,0,egg {WO?} uum whole unbroken egg,RE,AO,,NA,,Singleton_Contrast,High,TRUE
1083,32,9,umbrella_open / umbrella_closed,Test,T_09.wav,0,red umbrella {WO?} open red umbrella,RE,AO,,NA,,Singleton_Contrast,High,TRUE
1084,32,10,candle_unused / candle_melted,Test,T_10.wav,0,candle {WO?} uh un unmelted candle,RE,AO,,NA,,Singleton_Contrast,High,TRUE
1085,32,11,knife_kitchen / knife_swiss,Test,T_11.wav,0,knife {WO?} uum cooking knife,RE,AO,,NA,,Singleton_Contrast,High,TRUE
1086,32,12,car_family / car_sports,Test,T_12.wav,0,silver car {WO?} uum the non sports car,RE,AO,,NA,,Singleton_Contrast,High,TRUE
1087,32,14,gun_real / gun_toy,Test,T_14.wav,1,sss uuum silver gun,RE,DE,,NA,not sure what to do with this??? ****,Contrast_Singleton,High,TRUE
1088,32,15,saddle_horse / saddle_bike,Test,T_15.wav,1,horse saddle,FL,PR,PR,1081,,Contrast_Singleton,High,TRUE
1089,32,16,pad_unlocked / pad_locked,Test,T_16.wav,1,open padlock,FL,PR,PR,1657,,Contrast_Singleton,High,TRUE
1090,32,17,headphones_large / headphones_small,Test,T_17.wav,1,noise cancelling headphones,FL,PR,PR,1971,,Contrast_Singleton,High,TRUE
1091,32,18,battery_AA / battery_car,Test,T_18.wav,1,cylindrical battery,FL,PR,PR,1554,,Contrast_Singleton,High,TRUE
1092,32,19,wine_glass / wine_red,Test,T_19.wav,1,empty wine glass,FL,PR,PR,1341,,Contrast_Singleton,High,TRUE
1093,32,20,money_notes / money_coins,Test,T_20.wav,1,pile of notes,FL,PR,PR,1509,,Contrast_Singleton,High,TRUE
1094,32,21,boot_foot / boot_car,Test,T_21.wav,1,leather boot,FL,PR,PR,1365,,Contrast_Singleton,High,TRUE
1095,32,22,camera_corder / camera_cctv,Test,T_22.wav,1,video camera,FL,PR,PR,1295,,Contrast_Singleton,High,TRUE
1096,32,23,guitar_acoustic / guitar_electric,Test,T_23.wav,1,wooden guitar,FL,PR,PR,1277,,Contrast_Singleton,High,TRUE
1097,32,24,glove_wooly / glove_boxing,Test,T_24.wav,1,red glove with fingers,FL,PR,PR,1621,,Contrast_Singleton,High,TRUE
1098,32,25,teapot_white / teapot_cosy,Test,T_25.wav,0,teapot…teapot without a cosy,RE,AS,,NA,,Singleton_Contrast,Low,TRUE
1099,32,27,saw_hand / saw_electric,Test,T_27.wav,1,ssss um hand saw,RE,DE,,NA,not sure what to do with this??? ****,Singleton_Contrast,Low,FALSE
1100,32,28,fan_hand / fan_electric,Test,T_28.wav,0,fan {WO?} uuh paper fan,RE,AO,,NA,,Singleton_Contrast,Low,TRUE
1101,32,29,orange_skin / orange_slice,Test,T_29.wav,0,orange {WO?} whole orange,RE,AO,,NA,,Singleton_Contrast,Low,TRUE
1102,32,30,spade_garden / spade_beach,Test,T_30.wav,0,spade uum metal spade,RE,AS,,NA,,Singleton_Contrast,Low,TRUE
1103,32,31,key_gold / key_car,Test,T_31.wav,1,door key,FL,PR,PR,3208,,Singleton_Contrast,Low,FALSE
1104,32,32,door_handle / door_knob,Test,T_32.wav,0,door handle {WO?} uum thee long door handle ,RE,AO,,NA,,Singleton_Contrast,Low,TRUE
1105,32,34,cheese_block / cheese_blue,Test,T_34.wav,0,cheese  uuum yellow cheese,RE,AS,,NA,,Singleton_Contrast,Low,TRUE
1106,32,37,clock_wall / clock_digital,Test,T_37.wav,1,round silver clock,FL,PR,PR,1538,,Contrast_Singleton,Low,TRUE
1107,32,38,hat_sun / hat_cowboy,Test,T_38.wav,1,hat with a black ribbon,FL,PO,PO,1865,hard to find the onset of hat,Contrast_Singleton,Low,TRUE
1108,32,39,pen_ballpoint / pen_nolid,Test,T_39.wav,1,pen with the lid on ,FL,PO,PO,1682,,Contrast_Singleton,Low,TRUE
1109,32,40,apple_red / apple_green,Test,T_40.wav,1,red apple,FL,PR,PR,1216,,Contrast_Singleton,Low,TRUE
1110,32,41,pipe_smoke / pipe_kitchen,Test,T_41.wav,1,pipe for smoking,FL,PO,PO,2088,,Contrast_Singleton,Low,TRUE
1111,32,42,bat_animal / bat_baseball,Test,T_42.wav,1,living bat,FL,PR,PR,2093,,Contrast_Singleton,Low,TRUE
1112,32,43,horse_animal / horse_rocking,Test,T_43.wav,1,living horse,FL,PR,PR,1822,,Contrast_Singleton,Low,TRUE
1113,32,44,tshirt_round / tshirt_vneck,Test,T_44.wav,1,yellow man's tshirt,FL,PR,PR,1360,,Contrast_Singleton,Low,TRUE
1114,32,46,eye_pupil / I_letter,Test,T_46.wav,1,eyeball,FL,NO,NO,1817,hard to find exact onset,Contrast_Singleton,Low,TRUE
1115,32,47,potatoes_skin / potatoes_peeled,Test,T_47.wav,1,potatoes with skins,FL,PO,PO,1928,,Contrast_Singleton,Low,TRUE
1116,33,2,bin_lid / bin_pedal,Test,T_02.wav,0,bin ehhhhh…. A bin which you have to lift the lid,RE,AS,,NA,,Singleton_Contrast,Low,TRUE
